FksB data obtained with FksB support program @2026/03/02 2210 52index,flag1,flag2,ori,mp ( Big-Endian )0,01100001,00000000,1 0 0 0,0 0 0
130,01110011,00000000,0.99121094 -0.04864502 0.014892578 0.1217041,18 185 115
140,01110011,00000000,0.9937134 -0.04168701 0.023071289 -0.10095215,64 167 89
150,01110011,00000000,0.9925537 0.00061035156 0.08703613 -0.08526611,63 169 83
160,01110011,00000000,0.9771118 0.053649902 -0.008300781 -0.2055664,49 106 67
170,01110011,00000000,0.93377686 -0.17834473 -0.013000488 -0.30981445,117 121 35
180,01110011,00000000,0.8294678 -0.10107422 0.14074707 -0.5309448,128 141 18
190,01110011,00000000,0.6934204 0.027648926 -0.030456543 -0.7192383,90 133 0
200,01110011,00000000,0.39154053 -0.20678711 -0.079956055 -0.8930054,120 87 0
210,01110011,00000000,0.1295166 0.14093018 -0.1515503 0.9696655,140 76 28
220,01110011,00000000,0.62524414 -0.093566895 0.017822266 0.77453613,92 195 81
230,01110011,00000000,0.9199219 0.050476074 0.055908203 0.38458252,57 146 95
240,01110011,00000000,0.97576904 -0.17651367 0.015258789 -0.12786865,104 185 64
250,01110011,00000000,0.81030273 -0.14544678 0.06604004 -0.5637207,74 185 34
0,01110011,00000000,0.5175171 -0.06311035 -0.01550293 -0.8531494,83 176 0
10,01110011,00000000,0.35534668 -0.04852295 -0.043640137 -0.93237305,80 154 0
20,01110011,00000000,0.21014404 -0.13604736 -0.05328369 -0.96661377,123 127 0
30,01110011,00000000,0.07232666 -0.06903076 0.08673096 -0.9911499,160 188 14
40,01110011,00000000,0.12438965 0.06616211 0.082214355 0.98657227,97 142 51
50,01110011,00000000,0.09362793 0.11407471 0.085754395 0.9852905,55 191 119
60,01110011,00000000,0.33154297 0.10046387 -0.024108887 0.9376831,19 126 200
70,01110011,00000000,0.8762207 -0.041381836 -0.068603516 0.47503662,82 126 184
80,01110011,00000000,0.97772217 -0.123168945 0.030883789 0.16674805,102 166 150
90,01110011,00000000,0.98687744 -0.099243164 0.07519531 0.10284424,98 185 126
100,01110011,00000000,0.98358154 -0.050720215 0.035705566 0.16931152,112 152 124
110,01110011,00000000,0.90496826 -0.044799805 0.14367676 0.39788818,94 167 137
120,01110011,00000000,0.80285645 0.0513916 0.16540527 0.57037354,90 171 150
130,01110011,00000000,0.5651245 0.12579346 0.12646484 0.8054199,73 120 163
140,01110011,00000000,0.46972656 0.1586914 -0.051208496 0.8668823,75 169 161
150,01110011,00000000,0.25738525 0.03692627 -0.12011719 0.9580078,72 181 158
160,01110011,00000000,0.010986328 -0.03765869 -0.07550049 0.9963379,71 179 166
170,01110011,00000000,0.5137329 0.14355469 -0.05218506 -0.84417725,31 188 59
180,01110011,00000000,0.98376465 0.019714355 -0.025268555 0.1763916,54 137 91
190,01110011,00000000,0.7977905 -0.030090332 0.07684326 0.59716797,80 174 134
200,01110011,00000000,0.7711792 -0.013793945 0.08331299 0.6309204,59 189 151
210,01110011,00000000,0.68322754 0.1328125 0.042053223 0.71673584,26 110 161
220,01110011,00000000,0.8550415 0.1149292 0.0068359375 0.5055542,43 99 150
230,01110011,00000000,0.89501953 0.09613037 -0.14428711 0.41082764,79 65 135
240,01110011,00000000,0.9594116 -0.07305908 -0.13317871 0.23742676,112 69 118
250,01110011,00000000,0.9805908 -0.14910889 0.03656006 0.121520996,115 99 104
0,01110011,00000000,0.9707031 0.12420654 0.13568115 0.15435791,78 168 91
10,01110011,00000000,0.97106934 0.08886719 0.16040039 0.15264893,80 175 86
20,01110011,00000000,0.90618896 0.16638184 -0.1296997 0.366333,72 81 93
30,01110011,00000000,0.96795654 -0.08270264 -0.18908691 0.14276123,91 44 89
40,01110011,00000000,0.9906006 -0.069885254 0.11279297 -0.032165527,98 117 75
50,01110011,00000000,0.967041 0.24591064 0.012268066 0.063964844,43 92 75
60,01110011,00000000,0.9683838 -0.009521484 -0.22387695 -0.109558105,71 32 68
