FksB data obtained with FksB support program @2026/03/02 2310 22index,flag1,flag2,ori,mp ( Big-Endian )0,01100001,00000000,1 0 0 0,0 0 0
90,01110011,00000000,0.9916992 -0.06719971 -0.05810547 -0.09246826,63 102 94
100,01110011,00000000,0.9697876 -0.004272461 0.08288574 -0.22918701,68 56 102
110,01110011,00000000,0.9100342 0.123535156 -0.11376953 0.37890625,113 92 69
120,01110011,00000000,0.9605713 -0.046569824 -0.0725708 0.26416016,73 78 74
130,01110011,00000000,0.8699341 -0.024719238 0.06121826 0.48858643,86 60 62
140,01110011,00000000,0.9180908 -0.029968262 -0.09057617 0.38464355,62 104 69
150,01110011,00000000,0.9789429 0.012084961 -0.059265137 0.19464111,81 101 79
160,01110011,00000000,0.9627075 -0.012023926 0.01586914 0.2695923,81 81 75
170,01110011,00000000,0.9647217 -0.048034668 -0.080444336 0.24578857,64 105 76
180,01110011,00000000,0.9602661 0.023864746 -0.07696533 0.26690674,87 112 75
190,01110011,00000000,0.9546509 -0.0043945312 0.0014038086 0.29760742,85 86 74
200,01110011,00000000,0.9673462 -0.030639648 -0.033691406 0.24920654,76 95 77
210,01110011,00000000,0.5610962 0.10101318 0.019592285 -0.82128906,120 103 142
220,01110011,00000000,0.23254395 0.08392334 -0.012268066 -0.9688721,141 107 163
230,01110011,00000000,0.20117188 0.04272461 -0.0020751953 -0.97857666,124 110 166
240,01110011,00000000,0.3657837 0.047546387 0.0034179688 -0.92944336,115 100 159
250,01110011,00000000,0.5470581 0.0357666 -0.04547119 -0.835022,120 105 146
0,01110011,00000000,0.60339355 0.06451416 -0.041137695 -0.7937012,117 94 143
10,01110011,00000000,0.7131958 0.04925537 -0.07598877 -0.6950073,119 104 135
20,01110011,00000000,0.87457275 0.043884277 -0.037841797 -0.48132324,108 95 120
30,01110011,00000000,0.9413452 -0.004699707 -0.00091552734 -0.33728027,90 90 110
40,01110011,00000000,0.9744873 -0.04107666 -0.07525635 -0.20721436,83 112 104
50,01110011,00000000,0.99102783 -0.0029296875 -0.11999512 -0.058166504,94 123 95
60,01110011,00000000,0.9951782 0.024169922 -0.045715332 0.08282471,99 101 87
70,01110011,00000000,0.989563 -0.051879883 -0.021911621 0.1326294,78 93 83
80,01110011,00000000,0.9714966 -0.04284668 -0.1184082 0.20050049,71 121 80
90,01110011,00000000,0.9654541 0.03479004 -0.07879639 0.24591064,95 115 78
100,01110011,00000000,0.946167 -0.058532715 0.0022583008 0.31817627,74 85 74
110,01110011,00000000,0.9466553 -0.07312012 -0.09710693 0.2984619,58 111 76
120,01110011,00000000,0.9324951 0.026000977 -0.07556152 0.3522339,91 114 73
130,01110011,00000000,0.92370605 -0.059265137 0.028320312 0.37731934,75 79 70
140,01110011,00000000,0.93878174 -0.040222168 -0.0345459 0.34033203,72 97 72
150,01110011,00000000,0.5564575 -0.13873291 -0.18341064 0.7984009,23 129 39
160,01110011,00000000,0.37487793 0.0041503906 0.04650879 -0.9258423,68 161 28
170,01110011,00000000,0.63201904 -0.018493652 -0.109436035 -0.7668457,95 155 65
180,01110011,00000000,0.89971924 -0.039489746 0.024536133 -0.4338379,76 102 72
190,01110011,00000000,0.98565674 -0.13586426 -0.06060791 0.0793457,60 118 62
200,01110011,00000000,0.95703125 0.019042969 -0.11419678 0.265625,87 139 64
210,01110011,00000000,0.96588135 0.028442383 -0.03125 0.2553711,89 110 71
220,01110011,00000000,0.98706055 -0.09680176 0.096069336 0.084228516,51 65 84
230,01110011,00000000,0.979187 -0.052124023 -0.051330566 -0.18914795,66 106 103
240,01110011,00000000,0.86676025 0.064086914 -0.19317627 -0.45526123,102 130 120
250,01110011,00000000,0.77246094 0.10211182 -0.03955078 -0.6255493,92 85 132
0,01110011,00000000,0.6430664 0.10003662 0.03778076 -0.75823975,71 65 143
10,01110011,00000000,0.49475098 0.16778564 -0.088378906 -0.84802246,111 67 154
20,01110011,00000000,0.3607788 0.16601562 0.04284668 -0.916687,81 59 164
30,01110011,00000000,0.10870361 0.11383057 0.032409668 -0.9869385,89 89 178
40,01110011,00000000,0.30529785 -0.00970459 0.04095459 0.95129395,98 103 134
50,01110011,00000000,0.8951416 -0.020690918 0.0770874 0.4385376,112 76 133
60,01110011,00000000,0.97473145 -0.0154418945 0.09899902 -0.19934082,94 60 142
70,01110011,00000000,0.7716675 -0.047912598 -0.056518555 -0.63171387,81 115 153
80,01110011,00000000,0.4996338 -0.0056762695 -0.16381836 -0.8505249,115 135 162
90,01110011,00000000,0.41357422 0.11444092 -0.10437012 -0.89715576,115 96 162
100,01110011,00000000,0.47772217 0.09851074 0.015319824 -0.87280273,86 79 156
110,01110011,00000000,0.5499878 -0.022399902 0.036987305 -0.8340454,65 97 151
120,01110011,00000000,0.6287842 -0.08496094 -0.08996582 -0.76763916,79 122 146
130,01110011,00000000,0.7246704 -0.020690918 -0.16009521 -0.66986084,96 117 138
140,01110011,00000000,0.8452759 0.0026855469 -0.08068848 -0.5281372,88 103 127
150,01110011,00000000,0.9397583 -0.07208252 -0.006958008 -0.33380127,69 93 115
160,01110011,00000000,0.973938 -0.111816406 -0.0022583008 -0.19720459,59 96 107
170,01110011,00000000,0.98498535 -0.09063721 -0.08728027 -0.11810303,65 113 100
180,01110011,00000000,0.986145 -0.0524292 -0.13555908 -0.07904053,70 125 98
190,01110011,00000000,0.9979248 -0.046447754 0.004333496 0.043395996,73 92 91
200,01110011,00000000,0.9871216 -0.12371826 0.022583008 0.09832764,53 86 87
210,01110011,00000000,0.9849243 -0.10083008 -0.099609375 0.09887695,53 114 87
220,01110011,00000000,0.98968506 -0.013244629 -0.101745605 0.09967041,73 116 86
230,01110011,00000000,0.98895264 -0.057434082 0.014343262 0.13604736,66 88 85
240,01110011,00000000,0.975647 -0.13909912 0.022094727 0.16821289,45 82 83
250,01110011,00000000,0.97784424 -0.08392334 -0.10864258 0.15783691,53 115 84
0,01110011,00000000,0.9873657 -0.012329102 -0.106933594 0.11633301,69 117 85
10,01110011,00000000,0.97821045 -0.06945801 -0.14587402 0.13006592,53 124 84
20,01110011,00000000,0.9871826 -0.01361084 -0.095336914 0.12695312,66 109 85
30,01110011,00000000,0.9803467 -0.08508301 0.0008544922 0.17785645,59 91 83
40,01110011,00000000,0.96765137 -0.12652588 -0.03564453 0.21520996,50 99 82
50,01110011,00000000,0.96466064 -0.070495605 -0.12823486 0.21899414,58 118 82
60,01110011,00000000,0.9711914 -0.039123535 -0.07678223 0.22198486,66 113 81
70,01110011,00000000,0.94555664 -0.122558594 0.0041503906 0.30133057,56 97 76
80,01110011,00000000,0.94281006 -0.10443115 -0.089660645 0.3034668,54 111 75
90,01110011,00000000,0.95892334 -0.060180664 -0.06561279 0.269104,62 107 75
100,01110011,00000000,0.9388428 -0.10229492 -0.011779785 0.3284912,60 99 73
110,01110011,00000000,0.9324951 -0.10290527 -0.08123779 0.33642578,56 109 72
120,01110011,00000000,0.94732666 -0.07244873 -0.049438477 0.3079834,62 107 72
130,01110011,00000000,0.9295044 -0.10638428 -0.034118652 0.35125732,58 104 72
140,01110011,00000000,0.9805908 -0.16015625 -0.1048584 0.041809082,41 104 80
150,01110011,00000000,0.7828369 0.040649414 -0.119262695 0.6091919,80 118 64
160,01110011,00000000,0.4389038 -0.112854004 -0.105407715 0.88513184,73 117 47
170,01110011,00000000,0.062194824 0.032043457 -0.019042969 -0.99731445,77 119 41
180,01110011,00000000,0.45617676 -0.0033569336 -0.037475586 -0.8890381,83 114 84
190,01110011,00000000,0.87677 -0.025634766 -0.08544922 -0.4724121,88 115 94
200,01110011,00000000,0.99279785 -0.08935547 -0.070251465 -0.03753662,79 117 90
210,01110011,00000000,0.9723511 -0.05987549 -0.08935547 0.20703125,78 120 84
220,01110011,00000000,0.9836426 -0.050048828 -0.053771973 0.16400146,78 112 82
230,01110011,00000000,0.99542236 -0.025939941 -0.055541992 -0.07305908,79 110 90
240,01110011,00000000,0.93255615 0.012268066 -0.0758667 -0.35266113,86 112 100
250,01110011,00000000,0.77349854 0.04736328 -0.07733154 -0.62713623,95 115 113
0,01110011,00000000,0.5309448 0.061401367 -0.07141113 -0.84210205,102 117 131
10,01110011,00000000,0.38024902 0.070251465 -0.06329346 -0.9199829,108 116 139
20,01110011,00000000,0.19165039 0.09057617 -0.057250977 -0.97558594,118 116 149
30,01110011,00000000,0.002319336 -0.081848145 0.048583984 0.99542236,120 114 151
40,01110011,00000000,0.37786865 -0.10858154 0.041992188 0.91845703,95 95 101
50,01110011,00000000,0.920166 -0.0647583 0.0079956055 0.3861084,87 90 92
60,01110011,00000000,0.96191406 0.015075684 -0.037719727 -0.27008057,93 97 102
70,01110011,00000000,0.7576294 0.057495117 -0.09100342 -0.6437378,103 107 114
80,01110011,00000000,0.5780029 0.046325684 -0.068237305 -0.8118286,103 114 124
90,01110011,00000000,0.4772339 0.043395996 -0.056274414 -0.8758545,103 114 134
100,01110011,00000000,0.640625 0.010192871 -0.072631836 -0.76434326,102 114 136
110,01110011,00000000,0.805603 -0.028381348 -0.059570312 -0.5886841,92 114 127
120,01110011,00000000,0.92456055 -0.035217285 -0.08129883 -0.3704834,91 115 117
130,01110011,00000000,0.9749756 -0.051452637 -0.08270264 -0.199646,84 116 107
140,01110011,00000000,0.99658203 -0.054260254 -0.057250977 -0.02331543,81 116 97
150,01110011,00000000,0.99438477 -0.05847168 -0.06530762 0.0579834,79 115 94
160,01110011,00000000,0.9920044 -0.050598145 -0.056640625 0.10040283,79 112 92
170,01110011,00000000,0.9845581 -0.04815674 -0.05053711 0.16015625,79 111 88
180,01110011,00000000,0.9863281 -0.043518066 -0.048950195 0.15124512,79 111 88
190,01110011,00000000,0.9879761 -0.039855957 -0.046691895 0.1416626,79 111 88
200,01110011,00000000,0.9869995 -0.041259766 -0.04937744 0.14691162,79 111 88
210,01110011,00000000,0.98706055 -0.039794922 -0.05053711 0.14678955,79 111 88
220,01110011,00000000,0.9862671 -0.036010742 -0.054260254 0.15136719,79 111 88
230,01110011,00000000,0.98394775 -0.036132812 -0.0546875 0.16571045,79 109 88
240,01110011,00000000,0.93933105 0.07537842 -0.06500244 0.32806396,98 112 81
250,01110011,00000000,0.7518921 -0.15881348 -0.029968262 0.6390991,77 95 65
0,01110011,00000000,0.6765137 -0.11767578 -0.018920898 0.72662354,61 99 55
10,01110011,00000000,0.6972656 -0.06365967 -0.038757324 0.7128296,64 103 52
20,01110011,00000000,0.75164795 -0.04937744 -0.022155762 0.65734863,71 100 52
30,01110011,00000000,0.8133545 -0.05029297 -0.04345703 0.5779419,71 103 52
40,01110011,00000000,0.86590576 -0.050598145 -0.03515625 0.4963379,71 102 54
