index,flag1,flag2,ori,avel,acce,mp,temp ( Big-Endian )
50,00000001,00000101,0.91918945 -0.19750977 0.1373291 -0.31188965,-0.0033333334 0.12555556 0.07333333,-1.48 -4.37 8.59,0 0 0,30
52,00000001,00000101,0.9212036 -0.18579102 0.14508057 -0.30944824,0.27888888 0.13666667 0.12555556,-1.44 -4.25 8.2,0 0 0,30
53,00000001,00000101,0.92822266 -0.14904785 0.14147949 -0.31011963,0.9388889 0.06 0.07777778,-1.76 -3.22 8.69,0 0 0,30
54,00000001,00000101,0.9349365 -0.10229492 0.123413086 -0.3164673,0.7122222 0.18222222 0.05111111,-1.61 -2.37 9.49,0 0 0,30
55,00000001,00000101,0.93603516 -0.08721924 0.1338501 -0.31359863,0.2688889 0.031111112 0.096666664,-1.9 -2.17 8.7,0 0 0,30
56,00000001,00000101,0.93585205 -0.076171875 0.14752197 -0.31085205,0.22 0.24666667 0.078888886,-2.48 -2.19 8.92,0 0 0,30
57,00000011,00000101,0.9356079 -0.06866455 0.15283203 -0.31085205,0.19444445 0.37666667 0.06888889,-2.56 -2.33 -0.01,0 0 0,30
58,00000011,00000101,0.9354248 -0.057678223 0.15899658 -0.3104248,0.31444445 0.26666668 0.06333333,-2.61 -1.54 8.47,0 0 0,30
59,00000011,00000101,0.9346924 -0.05279541 0.16369629 -0.3110962,0.07111111 0.2611111 -0.022222223,-2.7 -1.75 9.1,0 0 0,30
60,00000011,00000101,0.9333496 -0.04864502 0.16986084 -0.3125,0.07 0.34111112 -0.022222223,-2.82 -1.96 9.18,0 0 0,30
62,00000011,00000101,0.9319458 -0.04309082 0.17822266 -0.31292725,0.107777774 0.3288889 0.03,-3.1 -1.91 8.79,0 0 0,30
63,00000011,00000101,0.93078613 -0.038024902 0.1843872 -0.3133545,0.075555556 0.33888888 0.007777778,-3.26 -1.56 9.05,0 0 0,30
64,00000011,00000101,0.9296875 -0.033569336 0.19073486 -0.3133545,0.10666667 0.29333332 0.04777778,-3.31 -1.69 8.54,0 0 0,30
65,00000011,00000101,0.9279175 -0.028503418 0.1986084 -0.31414795,0.07666667 0.34333333 -0.03888889,-3.49 -1.77 8.75,0 0 0,30
66,00000011,00000101,0.9219971 -0.023498535 0.20483398 -0.3151245,0.07333333 0.28333333 0.014444444,-3.57 -1.49 8.8,0 0 0,30
67,00000011,00000101,0.9254761 -0.021240234 0.20892334 -0.31530762,0.06666667 0.11888889 0.0044444446,-3.65 -1.53 8.56,0 0 0,30
68,00000011,00000101,0.9251709 -0.018981934 0.20965576 -0.31585693,0.035555556 0.043333333 -0.02111111,-3.79 -1.6 8.68,0 0 0,30
69,00000011,00000101,0.9244385 -0.017456055 0.21258545 -0.31604004,0.0044444446 0.15111111 -0.0033333334,-3.78 -1.41 8.72,0 0 0,30
70,00000011,00000101,0.9238281 -0.016174316 0.21594238 -0.31567383,0.052222222 0.13555555 0.04,-3.81 -1.7 8.63,0 0 0,30
72,00000011,00000101,0.9234009 -0.014526367 0.21868896 -0.31506348,-0.012222222 0.12555556 0.027777778,-3.83 -1.37 8.59,0 0 0,30
73,00000011,00000101,0.9227905 -0.014831543 0.22174072 -0.31481934,-0.043333333 0.07111111 -0.018888889,-3.97 -1.39 8.62,0 0 0,30
74,00000011,00000101,0.9225464 -0.014526367 0.22247314 -0.31488037,-0.0011111111 0.04111111 0.008888889,-3.96 -1.53 8.63,0 0 0,30
75,00000011,00000101,0.9220581 -0.014526367 0.22497559 -0.3145752,-0.04777778 0.104444444 0.02,-4.12 -1.58 8.64,0 0 0,30
76,00000011,00000101,0.9213867 -0.013244629 0.22930908 -0.3135376,-0.036666665 0.25444445 0.035555556,-4.14 -1.45 -295.82,0 0 0,30
77,00000011,00000101,0.9194336 -0.013427734 0.23840332 -0.31237793,-0.13444445 0.30333334 0.015555556,-4.17 -1.76 8.32,0 0 0,30
78,00000011,00000101,0.91796875 -0.012817383 0.24609375 -0.31085205,-0.10555556 0.3311111 0.046666667,-4.39 -1.48 8.61,0 0 0,30
79,00000011,00000101,0.9168091 -0.012329102 0.25250244 -0.3092041,-0.05888889 0.19111112 0.06555556,-4.29 -1.68 7.9,0 0 0,30
80,00000011,00000101,0.91638184 -0.01184082 0.25512695 -0.30828857,-0.016666668 0.08 0.011111111,-4.53 -1.53 8.29,0 0 0,30
82,00000011,00000101,0.9154053 -0.011474609 0.25860596 -0.30828857,-0.024444444 0.13333334 -0.01,-4.75 -2.09 8.53,0 0 0,30
83,00000011,00000101,0.91516113 -0.009460449 0.26116943 -0.30688477,0.013333334 0.14555556 0.072222225,-4.61 -1.48 8.32,0 0 0,30
84,00000011,00000101,0.9142456 -0.008911133 0.26507568 -0.30633545,-0.05111111 0.16555555 0.01,-4.97 -1.73 8.48,0 0 0,30
85,00000011,00000101,0.91326904 0 0 -0.015625,-0.0033333334 0.21333334 0.06333333,-5.06 -1.69 8.6,0 0 0,30
86,00000011,00000101,0.9118042 -0.0056762695 0.27612305 -0.303833,-0.034444444 0.23555556 0.03888889,-4.99 -1.71 8.24,0 0 0,30
87,00000011,00000101,0.91119385 -0.003967285 0.27960205 -0.30249023,0.012222222 0.13 0.05888889,-5.13 -1.66 8.27,0 0 0,30
88,00000011,00000101,0.91052246 -0.0034179688 0.2826538 -0.3017578,-0.03888889 0.11777778 0.012222222,-5.19 -1.71 8.42,0 0 0,30
89,00000011,00000101,0.91015625 -0.002746582 0.2845459 -0.30096436,0.014444444 0.06666667 0.043333333,-5.21 -1.76 8.27,0 0 0,30
90,00000011,00000101,0.9094238 -0.002380371 0.2876587 -0.30023193,-0.057777777 0.1411111 0.008888889,-5.4 -1.89 8.57,0 0 0,30
92,00000011,00000101,0.9089966 -0.0015258789 0.29040527 -0.2989502,-0.006666667 0.07444444 0.06333333,-5.22 -1.63 8.1,0 0 0,30
93,00000011,00000101,0.90875244 -0.0021362305 0.29211426 -0.29797363,-0.03888889 0.06 0.0022222223,-5.31 -1.49 8.22,0 0 0,30
94,00000011,00000101,0.90802 -0.0033569336 0.29486084 -0.29748535,-0.12 0.09777778 -0.007777778,-5.36 -1.77 8.28,0 0 0,30
95,00000011,00000101,0.9075928 -0.0032348633 0.2965088 -0.29711914,0.012222222 -0.0022222223 0.0022222223,-5.39 -1.72 8.18,-9984 -498 -21,30
96,00000011,00000101,0.90808105 -0.004638672 0.29467773 -0.29748535,-0.026666667 -0.14 -0.03888889,-5.44 -1.9 8.08,0 0 0,30
97,00000011,00000101,0.90893555 -0.0060424805 0.29119873 -0.29840088,0.016666668 -0.18333334 -0.04888889,-5.24 -1.69 8.13,0 0 0,30
98,00000011,00000101,0.9093628 -0.009338379 0.28845215 -0.29956055,-0.14444445 -0.09 -0.08777778,-5.27 -1.64 8.36,0 0 0,30
99,00000011,00000101,0.9090576 -0.013366699 0.28814697 -0.30065918,-0.11444444 -0.07111111 -0.096666664,-5.23 -1.95 7.96,0 0 0,30
100,00000011,00000101,0.9100952 -0.01751709 0.28271484 -0.3024292,0.013333334 -0.44555557 -0.08777778,-5.11 -2.03 7.97,0 0 0,30
102,00000011,00000101,0.9135132 -0.01928711 0.26782227 -0.305542,0.21333334 -0.7177778 -0.12,-4.57 -2.09 7.93,0 0 0,30
103,00000011,00000101,0.9179077 -0.023010254 0.24731445 -0.3093872,0.10555556 -0.7222222 -0.12555556,-4.51 -1.75 9.19,0 0 0,30
104,00000011,00000101,0.92077637 -0.024291992 0 -0.015625,0.23444444 -0.6577778 -0.10222222,-4.28 -1.76 8.95,0 0 0,30
105,00000011,00000101,0.9234619 -0.026855469 0.21569824 -0.31610107,0.12666667 -0.7022222 -0.15555556,-3.85 -1.68 8.73,0 0 0,30
106,00000011,00000101,0.9258423 -0.029968262 0.19848633 -0.3201294,0.22222222 -0.8066667 -0.18888889,-3.75 -1.96 8.88,0 0 0,30
107,00000011,00000101,0.9300537 -0.030578613 0.16790771 -0.32531738,0.37333333 -1.1244445 -0.15111111,-3.26 -1.65 8.83,0 0 0,30
108,00000011,00000101,0.93414307 -0.030944824 0.13134766 -0.33032227,0.56 -1.528889 -0.19111112,-2.43 -1.46 9.68,0 0 0,30
109,00000011,00000101,0.9371338 -0.030090332 0.093566895 -0.33483887,0.7022222 -1.4933333 -0.18222222,-1.74 -1.19 9.72,0 0 0,30
110,00000011,00000101,0.9389038 -0.021057129 0.04711914 -0.340271,0.94 -1.7977778 -0.21222222,-1.31 -0.98 10.22,0 0 0,30
112,00000011,00000101,0.93859863 -0.015258789 -0.0012207031 -0.34466553,0.7633333 -1.3911111 -0.15,-0.01 0 9.97,0 0 0,30
113,00000011,00000101,0.9376831 -0.0138549805 -0.030334473 -0.3458252,0.19 -0.83666664 0.0011111111,0.69 -0.03 10.57,0 0 0,30
114,00000011,00000101,0.9379883 -0.024169922 -0.045410156 -0.3428955,-0.16444445 -0.90444446 0.16444445,0.43 -0.9 9.07,0 -15872 -20,30
115,00000011,00000101,0.9364624 -0.034362793 -0.07562256 -0.3408203,0.14888889 -1.18 -0.04888889,1 0.35 9.79,0 0 0,30
116,00000011,00000101,0.93408203 -0.03955078 -0.09643555 -0.34143066,0.07666667 -0.8333333 -0.08,1.6 0.22 9.95,0 0 0,30
117,00000011,00000101,0.93408203 -0.050354004 -0.10040283 -0.33892822,-0.47666666 -0.18555556 0.2,1.94 0.06 9.41,0 0 0,30
118,00000011,00000101,0.9345703 -0.060180664 -0.0993042 -0.33624268,-0.32222223 -0.05111111 0.16555555,2 -0.56 9.34,0 0 0,30
119,00000011,00000101,0.9373779 -0.071777344 -0.09057617 -0.32861328,-0.7488889 0.34777778 0.56222224,2.12 -0.83 9.84,0 0 0,30
120,00000011,00000101,0.94195557 -0.09075928 -0.06970215 -0.31573486,-0.77555555 0.45444444 0.5777778,1.68 -0.75 9.44,0 0 0,30
122,00000011,00000101,0.9447632 -0.10321045 -0.054626465 -0.30633545,-0.6244444 0.34777778 0.44,1.38 -1.44 9.39,0 0 0,30
123,00000011,00000101,0.946167 -0.11260986 -0.04168701 -0.015625,-0.49333334 0.42777777 0.2588889,1.4 -1.5 10.12,0 0 0,30
124,00000011,00000101,0.9466553 -0.13220215 -0.01727295 -0.293396,-1.1044445 0.6077778 0.42,0.87 -1.98 9.52,0 0 0,30
125,00000011,00000101,0.9454956 -0.15386963 0.001953125 -0.2869873,-0.9633333 0.2822222 0.30222222,0.68 -2.3 8.66,0 0 0,30
126,00000011,00000101,0.94415283 -0.17224121 0.011779785 -0.28063965,-0.8922222 0.09777778 0.31444445,0.59 -3.35 9.3,0 0 0,30
127,00000011,00000101,0.9413452 -0.19537354 0.026062012 -0.2738037,-1.1544445 0.3422222 0.29666665,0.57 -3.51 9.19,0 0 0,30
128,00000011,00000101,0.93865967 -0.21026611 0.036376953 -0.270813,-0.5144445 0.1 0.12666667,-0.03 -3.75 8.26,0 0 0,30
129,00000011,00000101,0.93652344 -0.22229004 0.038146973 -0.26837158,-0.37666667 -0.14888889 -0.0055555557,0.57 -3.57 8.76,0 0 0,30
130,00000011,00000101,0.93463135 -0.2298584 0.042419434 -0.26800537,-0.38222224 0.17777778 0.045555554,0.4 -4.47 9.66,0 0 0,30
132,00000011,00000101,0.93377686 -0.23034668 0.05657959 -0.26800537,-0.21111111 0.7322222 0.20444444,-0.11 -4.55 9.26,0 0 0,30
133,00000011,00000101,0.93359375 -0.22875977 0.07635498 -0.26507568,-0.07777778 0.7033333 0.30333334,-0.27 -4.04 8.03,0 0 -256,30
134,00000011,00000101,0.93444824 -0.22027588 0.09246826 -0.26416016,0.25444445 0.54444444 0.16,-0.85 -5 8.8,0 0 0,30
135,00000011,00000101,0.9349365 -0.21289062 0.10998535 -0.26171875,-0.07333333 0.9077778 0.31666666,-0.96 -4.2 9.15,0 0 0,30
136,00000011,00000101,0.9338989 -0.20770264 0.13214111 -0.25927734,0 0.8566667 0.32333332,-1.3 -4.45 8.02,0 0 0,30
137,00000011,00000101,0.93341064 -0.20269775 0.15014648 -0.255188,-0.044444446 0.47333333 0.25111112,-1.69 -4.28 7.78,0 0 0,30
138,00000011,00000101,0.9333496 -0.20202637 0.15618896 -0.25219727,-0.08111111 0.24 0.15333334,-1.89 -4.29 8.85,0 0 0,30
139,00000011,00000101,0.9320679 -0.2020874 0.16699219 -0.2501831,-0.18111111 0.51222223 0.17333333,-2.1 -4.64 9.05,0 0 0,30
140,00000011,00000101,0.93048096 -0.20074463 0.18035889 -0.24786377,-0.04222222 0.53444445 0.18666667,-2.54 -4.44 8.29,0 0 0,30
142,00000011,00000101,0.9304199 -0.19213867 0.1887207 -0.24853516,0.29777777 0.25666666 0.045555554,-2.47 -4.17 7.74,0 0 0,30
143,00000011,00000101,0.9310303 -0.18475342 0.19158936 -0.24969482,0.23111111 0.23111111 0.031111112,-2.53 -4.2 8.9,0 0 0,30
144,00000011,00000101,0.932251 -0.17163086 0.19415283 -0.25250244,0.8388889 0.21666667 0.016666668,-2.87 -4.38 8.58,0 0 0,30
145,00000011,00000101,0.9360962 -0.14294434 0.18933105 -0.2597046,1.0222223 0.07666667 -0.04111111,-2.65 -3.34 9.16,0 0 0,30
146,00000011,00000101,0.93774414 -0.12426758 0.18640137 -0.26550293,0.6288889 0.09222222 -0.045555554,-2.86 -3.38 8.78,0 0 0,30
147,00000011,00000101,0.939209 -0.11291504 0.18273926 -0.26782227,0.5777778 -0.036666665 -0.02111111,-2.97 -3.12 8.86,0 0 0,30
148,00000011,00000101,0.9406128 -0.09851074 0.17730713 -0.27215576,0.61777776 -0.05 -0.08888889,-2.82 -2.29 8.76,0 0 0,30
149,00000011,00000101,0.94158936 -0.09069824 0.171875 -0.27496338,0.20888889 -0.14444445 -0.03,-2.81 -2.58 8.64,0 0 0,30
150,00000011,00000101,0.94317627 -0.0803833 0.16271973 -0.2783203,0.7688889 -0.31666666 -0.08555555,-2.59 -2.41 9.26,0 0 0,30
152,00000011,00000101,0.94537354 -0.06451416 0.14898682 -0.28259277,0.6533333 -0.36555555 -0.08888889,-2.57 -2.07 9.43,0 0 0,30
153,00000011,00000101,0.94659424 -0.05444336 0.13671875 -0.28692627,0.5833333 -0.38222224 -0.14222223,-2.24 -1.76 9.02,0 0 0,30
154,00000011,00000101,0.9466553 -0.04425049 0.122558594 -0.2947998,0.48444444 -0.31666666 -0.28666666,-2.24 -1.59 9.78,0 0 0,30
155,00000011,00000101,0.946167 -0.04046631 0.111694336 -0.30114746,0.39 -0.47555557 -0.2488889,-2.02 -1.97 9.31,0 0 0,30
156,00000011,00000101,0.9463501 -0.0335083 0.095336914 -0.30700684,0.52555555 -0.56777775 -0.23,-1.6 -1.11 9.78,0 0 0,30
157,00000011,00000101,0.94641113 -0.025634766 0.07446289 -0.31323242,0.6855556 -0.8155556 -0.21444444,-1.53 -0.98 9.34,0 0 0,30
158,00000011,00000101,0.9465332 -0.017700195 0.052001953 -0.31781006,0.42555556 -0.54444444 -0.13666667,-1.18 -0.1 9.91,0 0 0,30
159,00000011,00000101,0.9456177 -0.014953613 0.041625977 -0.32232666,0.2211111 -0.37444445 -0.19555555,-1.01 -0.82 9.78,0 0 0,30
160,00000011,00000101,0.9449463 -0.01184082 0.030761719 -0.3255005,0.2822222 -0.40333334 -0.115555555,-0.6 -0.35 9.85,0 0 0,30
162,00000011,00000000,0.94433594 -0.0115356445 0.019836426 -0.32818604,0.12555556 -0.46222222 -0.11,-41.44 -0.43 9.53,0 0 0,30
163,00000011,00000101,0.94384766 -0.014160156 0.0061035156 -0.3300171,0.0011111111 -0.4788889 -0.07333333,-0.09 -0.16 9.75,0 0 0,30
164,00000011,00000101,0.942688 -0.015808105 -0.010192871 -0.33306885,0.24666667 -0.8322222 -0.19777778,0.2 -0.08 9.25,0 0 0,30
165,00000011,00000101,0.9406128 -0.018249512 -0.03253174 -0.3373413,0.18444444 -1.0166667 -0.22,0.5 -0.06 9.36,0 0 0,30
166,00000011,00000101,0.9373779 -0.026062012 -0.062194824 -0.34179688,0.06555556 -1.0633334 -0.18555556,1.23 0.08 9.92,0 0 0,30
167,00000011,00000101,0.9352417 -0.034484863 -0.0791626 -0.3433838,-0.25111112 -0.6377778 -0.006666667,1.3 0.1 9.74,0 0 0,30
168,00000011,00000101,0.9337158 -0.041931152 -0.088256836 -0.34436035,0.011111111 -0.38555557 -0.086666666,1.52 0.04 9.75,0 0 0,30
169,00000011,00000101,0.9328613 -0.043640137 -0.09313965 -0.3451538,-0.067777775 -0.22666667 -0.022222223,1.85 -0.21 9.54,0 0 0,30
170,00000011,00000101,0.921875 -0.047973633 -0.10095215 -0.3451538,-0.04 -7.3944445 -27.592222,1.99 -0.26 9.58,0 0 0,30
172,00000011,00000101,0.9309082 -0.049682617 -0.10852051 -0.34521484,0.018888889 -0.28 -0.02111111,2.28 -0.02 9.64,0 0 0,30
173,00000011,00000101,0.93011475 -0.05303955 -0.11444092 -0.3449707,-0.04 -0.31444445 0.034444444,2.48 -0.26 9.2,0 0 0,30
174,00000011,00000101,0.9303589 -0.058898926 -0.119262695 -0.34173584,-0.18555556 -0.16666667 0.16,2.53 -0.52 9.67,0 0 0,30
175,00000011,00000101,0.9310303 -0.062561035 -0.11871338 -0.33935547,-0.08777778 -0.055555556 0.044444446,2.57 0.34 9.32,0 0 0,30
176,00000011,00000101,0.9302368 -0.0635376 -0.12365723 -0.3395996,0.07333333 -0.27555555 -0.03888889,2.48 -0.31 9.36,0 0 0,30
177,00000011,00000101,0.9295044 -0.06384277 -0.12957764 -0.33929443,0.09222222 -0.20222223 0.0033333334,2.42 0.04 9.2,0 0 0,30
178,00000011,00000101,0.9290161 -0.063964844 -0.13366699 -0.33911133,0.015555556 -0.15888889 -0.023333333,2.75 -0.21 9.08,0 0 0,30
179,00000011,00000101,0.9277344 -0.06689453 -0.14050293 -0.33917236,-0.028888889 -0.3211111 -0.016666668,2.9 -0.21 8.93,0 0 0,30
180,00000011,00000101,0.92633057 -0.07019043 -0.1482544 -0.33911133,-0.025555555 -0.36444443 -0.04222222,46.5 -2.55 -0.01,0 0 0,30
182,00000011,00000101,0.92523193 -0.0725708 -0.1539917 -0.33898926,-0.024444444 -0.23888889 0.0022222223,3.02 -0.18 9.43,0 0 0,30
183,00000011,00000101,0.9248047 -0.074035645 -0.15655518 -0.33874512,-0.028888889 -0.04111111 0.012222222,2.86 -0.1 9.06,0 0 0,30
184,00000011,00000101,0.9248047 -0.07269287 -0.15710449 -0.33880615,0.12 -0.011111111 -0.027777778,3.04 -0.09 9.24,0 0 0,30
185,00000011,00000101,0.92626953 -0.06921387 -0.15179443 -0.3378296,-0.03888889 0.4488889 0.12444445,3.05 -0.32 9.58,0 0 0,30
186,00000011,00000101,0.92993164 -0.06866455 -0.13671875 -0.3343506,-0.20777778 0.69 0.28444445,2.73 -0.19 9.17,0 0 0,30
187,00000011,00000101,0.93444824 -0.06573486 -0.11816406 -0.3295288,0.0055555557 0.6166667 0.23777778,2.46 -0.37 9.32,0 0 0,30
188,00000011,00000101,0.93896484 -0.06744385 -0.09838867 -0.32269287,-0.36333334 0.8155556 0.39555556,2.07 -0.28 9.39,0 0 0,30
189,00000011,00000101,0.9376831 -0.06604004 -0.07800293 -0.3171997,-0.13777778 0.83111113 -29.3,1.72 -0.47 9.4,0 0 0,30
190,00000011,00000101,0.94592285 -0.06744385 -0.056640625 -0.3121338,-0.4211111 0.8011111 0.30333334,1.37 -0.87 9.64,0 0 0,30
192,00000011,00000101,0.94866943 -0.072143555 -0.03265381 -0.30621338,-0.3888889 0.6988889 0.26666668,1.19 -0.86 9.36,0 0 0,30
193,00000011,00000101,0.9501343 -0.07952881 -0.015258789 -0.3012085,-0.55333334 0.55777776 0.28666666,0.8 -1.22 9.48,0 0 0,30
194,00000011,00000101,0.95062256 -0.09161377 0.0014038086 -0.29644775,-0.60555553 0.45222223 0.24666667,0.61 -1.74 9.77,0 0 0,30
195,00000011,00000101,0.951416 -0.09790039 0.01574707 -0.2915039,-0.33777776 0.56222224 0.28444445,0.32 -1.97 9.68,0 0 0,30
196,00000011,00000101,0.9523926 -0.10430908 0.04034424 -0.2836914,-0.5422222 0.7911111 0.37777779,-0.14 -1.7 9.49,0 0 0,30
197,00000011,00000101,0.9520874 -0.11224365 0.063964844 -0.27722168,-0.6511111 0.7688889 0.33444443,-0.7 -2.27 8.98,0 0 0,30
198,00000011,00000101,0.95092773 -0.12365723 0.08306885 -0.27111816,-0.76 0.5088889 0.24111111,-0.98 -2.71 9.34,0 0 0,30
199,00000011,00000101,0.9491577 -0.13702393 0.0970459 -0.26623535,-0.6333333 0.33666667 0.19333333,-1.16 -0.77 -0.01,0 0 0,30
200,00000011,00000101,0.94714355 -0.1505127 0.11260986 -0.25994873,-0.6988889 0.40222222 0.2211111,-1.24 -2.99 8.99,0 0 0,30
202,00000011,00000101,0.9450073 -0.16064453 0.124572754 -0.25628662,-0.44777778 0.23222223 0.09111111,-1.59 -3.48 8.59,0 0 0,30
